order_id,product_id,quantity,price
2066,146,1,1049.94
382,186,5,1555.74
3325,75,1,1677.86
1330,91,1,907.7
52,150,5,953.12
2762,27,5,329.21
3634,102,2,1913.45
3436,62,5,194.56
303,177,4,325.42
1470,135,4,1707.5
1762,145,1,685.81
1138,96,5,1585.66
4567,39,3,1771.17
3315,167,4,1815.36
4772,167,5,816.85
2030,48,3,1111.14
1546,138,5,1825.92
3877,183,1,974.16
553,57,5,1449.95
4540,166,3,731.74
1606,122,3,519.7
2285,1,1,682.08
2167,195,2,224.81
4281,80,4,1132.09
1003,84,2,15.19
2861,11,2,64.94
153,19,4,1746.1
775,175,3,1350.79
1950,115,5,1722.62
1260,116,3,723.24
766,55,4,855.5
1863,94,5,1779.92
2358,121,5,1086.48
2826,55,4,348.77
119,70,5,1627.62
838,97,4,1960.49
810,42,3,1457.11
939,125,5,591.09
80,27,2,1654.55
177,191,3,1488.55
1317,93,4,712.91
3796,190,1,1481.02
1052,63,3,1374.92
2585,98,2,114.03
1969,198,5,1067.36
909,119,1,689.03
2427,62,4,775.35
2541,198,1,1948.12
4005,40,2,149.95
3158,96,3,1920.07
1593,29,2,1369.47
762,181,1,824.51
51,107,4,42.1
4144,149,2,36.64
2201,45,1,544.78
2044,55,1,514.84
960,199,2,1261.12
2132,120,5,1573.42
1652,118,3,1898.37
940,100,5,532.28
1435,141,1,550.33
1302,150,4,1872.56
2046,147,3,1672.18
2786,62,5,324.69
4484,24,3,119.3
4709,5,5,622.08
4644,186,2,1089.85
2991,42,2,265.07
3609,189,1,720.02
2784,84,3,624.86
1020,27,3,990.46
4645,190,3,1298.94
1967,111,3,1119.1
1428,191,4,1877.72
835,164,3,369.98
357,133,1,1848.75
3080,89,5,94.32
3159,34,3,924.1
2378,133,5,1685.62
2621,78,1,1737.69
4904,41,3,667.53
985,3,2,1655.94
4585,180,2,1986.77
4941,145,1,654.56
3694,43,1,893.19
2888,76,2,1430.35
1651,115,5,1069.31
698,89,1,1080.95
3820,25,3,243.72
2565,38,4,1623.58
3753,188,3,464.64
2235,68,1,1324.06
4309,22,2,699.22
842,121,3,603.54
2812,198,5,867.08
717,82,5,1746.69
3361,47,5,14.11
4744,172,1,1123.51
2898,119,3,1251.4
4232,76,1,1887.6
4224,28,4,795.8
45,18,2,1813.57
3385,89,3,596.8
321,91,5,1776.03
3676,47,3,1454.88
4864,132,4,1947.77
3279,31,3,289.29
4187,95,1,747.17
2635,99,1,113.24
3707,53,5,422.54
3802,88,5,1522.2
340,168,1,646.95
4679,104,2,1930.23
1198,183,1,1945.32
4789,80,2,788.04
20,171,5,1917.7
2885,197,5,1672.65
469,4,2,553.48
2364,91,2,1840.13
3567,182,5,1288.16
2949,29,5,1206.63
1420,142,1,594.5
3471,34,1,518.12
883,9,5,1650.12
3416,135,5,195.98
181,40,1,1842.95
2128,90,1,277.47
4565,191,3,1900.9
1055,198,4,1310.68
3740,27,4,735.14
955,15,3,739.26
4610,148,4,562.04
116,69,2,690.01
2717,171,2,537.93
4575,173,3,1909.45
2008,137,2,16.47
1285,166,2,1692.9
3673,8,5,167.87
4734,67,3,1862.68
3113,153,3,1694.03
2793,151,4,199.13
4280,105,5,1467.11
4130,175,3,938.36
4118,81,1,363.39
1460,45,4,1924.64
2688,169,2,483.43
379,150,2,900.79
206,107,4,1665.43
4320,185,1,1092.57
3827,41,4,725.17
3082,116,3,400.01
16,33,2,187.39
1810,141,4,548.58
2988,30,3,1725.8
2116,80,4,1641.49
1671,105,5,1196.45
2498,90,4,1546.25
4740,27,2,1867.26
3721,51,3,166.3
1375,76,5,448.53
2926,131,2,694.4
1937,161,2,720.08
2850,83,4,184.05
1051,132,5,1203.76
1366,14,5,210.86
928,45,1,1119.73
1182,114,1,705.74
450,37,4,1143.59
1951,5,3,817.25
1164,191,4,482.71
1499,146,1,1285.49
4793,148,1,1240.87
3555,126,3,21.49
4953,180,1,1120.73
4464,130,4,121.05
4608,69,4,1636.99
4958,138,1,1639.04
3038,107,2,922.55
2996,64,3,1478.06
586,184,2,1071.15
4727,69,4,195.11
296,115,3,817.0
4953,34,2,1890.31
4062,120,5,1656.02
429,59,3,1862.99
68,59,4,1822.88
329,34,3,80.66
1370,123,4,1010.88
2393,157,3,498.75
4747,96,4,589.32
3558,99,5,1940.75
4037,109,3,418.3
4941,153,4,1901.61
1172,31,2,1552.14
2461,192,5,1390.85
2163,25,4,1662.7
4996,142,5,1566.62
1414,36,5,581.48
388,122,1,1795.76
3581,112,1,237.46
1714,89,1,1096.93
1970,136,5,1554.95
390,169,5,1333.25
3640,106,3,415.12
863,150,2,1436.66
167,20,2,1584.87
215,23,2,1936.26
3085,117,4,1581.9
1721,52,4,338.77
3559,140,1,968.01
4874,53,4,431.6
924,17,5,1165.62
379,40,3,932.3
2829,111,3,1924.58
2712,137,5,125.59
350,18,1,231.76
1514,143,3,1447.75
3070,66,2,459.0
1479,48,4,629.62
3777,56,5,198.91
4405,185,5,553.5
2673,16,5,537.15
3923,31,4,1730.45
3992,30,2,1793.01
4320,18,1,1725.92
1428,139,5,729.69
2749,101,3,513.66
1650,88,1,255.38
2419,171,1,1105.16
2648,82,2,939.99
794,144,5,1237.03
861,179,4,1808.86
1261,156,4,790.58
3251,141,1,1588.94
1773,105,3,798.54
1743,111,2,1227.45
1061,199,1,176.27
484,102,1,857.12
1654,23,5,1367.13
3798,41,3,170.91
3895,100,1,341.61
1443,13,5,539.23
3541,6,2,1902.01
2684,142,3,665.22
63,64,5,928.27
4458,115,3,836.24
4267,180,5,732.02
4633,23,3,356.98
384,124,5,1964.65
1967,198,3,1818.79
4285,5,2,1055.46
4618,16,5,76.41
4753,143,5,962.4
873,196,1,1004.87
1039,164,1,983.83
625,25,3,714.98
3608,197,5,714.72
25,190,2,152.4
2113,92,5,1353.71
1524,133,5,1471.67
2759,15,3,1082.26
2808,1,1,727.85
3872,7,2,1796.03
3674,195,2,901.97
2439,117,1,231.95
67,23,3,739.38
882,92,4,934.81
2036,151,2,319.29
640,59,2,1692.25
4926,54,4,201.24
3654,119,3,711.27
4825,92,4,1096.58
2389,124,4,171.34
853,104,4,1701.31
3178,27,4,677.42
1018,50,2,392.12
567,140,2,218.96
1846,142,4,1198.29
753,5,4,1423.37
2209,150,5,1311.2
79,200,3,1804.77
2186,58,3,345.67
4507,22,3,856.24
3357,49,5,835.4
1803,144,3,1330.04
1059,73,3,808.67
2772,12,1,222.57
3822,141,4,481.42
1762,188,4,1671.03
4422,46,2,1648.32
4275,43,5,1950.12
178,151,5,899.9
4268,73,1,258.22
1788,131,2,1193.72
75,96,2,1256.05
4303,125,1,1882.4
3011,37,5,1300.2
1508,5,5,454.06
1503,35,2,1111.14
3563,199,5,1037.0
2966,148,2,736.93
2040,86,3,1183.76
4376,43,4,1978.77
4389,7,4,1767.09
2325,83,1,795.36
2044,2,4,867.9
279,85,1,1283.4
3229,63,3,944.46
3948,199,4,487.62
2,34,2,895.88
3004,124,1,117.31
4355,127,2,1461.01
4108,106,5,1365.71
3734,184,4,522.82
3039,32,3,1654.92
1188,37,1,1642.88
2807,138,2,646.07
2383,59,5,1175.43
2408,15,1,1060.57
2436,10,1,1016.7
4237,25,2,702.27
4117,181,1,238.72
2255,159,5,95.5
2657,198,2,1325.95
3807,37,5,386.44
478,86,5,1364.63
213,119,2,1364.52
310,11,3,1155.9
4252,102,5,415.64
1515,85,2,893.84
1731,194,3,1737.31
4594,94,4,1492.92
2965,190,4,724.95
2816,154,5,1720.36
4952,101,2,702.24
2935,26,5,937.24
3666,65,4,1075.96
3878,177,2,67.24
3176,87,4,192.81
4136,113,4,948.5
304,67,4,1628.08
592,29,5,979.91
3466,113,4,96.51
4062,140,2,140.37
1306,160,5,1475.94
3378,100,4,757.7
4051,132,2,1628.72
929,129,4,1745.54
3292,33,3,615.41
1113,83,5,788.03
3399,157,4,1494.03
3736,200,1,1289.04
1797,1,3,698.05
3824,182,5,1035.16
1458,107,1,858.11
4282,197,1,1281.05
1462,101,2,1247.72
2360,51,2,589.44
4192,188,5,798.12
242,11,3,399.68
4034,20,4,1097.39
2624,35,2,673.84
678,195,3,143.29
1519,140,5,1773.04
3632,146,3,582.78
3671,59,5,244.78
3557,12,1,286.02
4795,51,2,843.14
4449,94,4,1316.52
130,108,2,1916.77
4620,41,1,1067.07
2259,66,5,984.98
188,182,2,853.21
4313,177,4,795.34
2411,81,1,1550.26
2407,25,3,716.86
1113,95,4,1390.01
2448,12,2,1325.79
1811,191,1,1475.9
1529,51,2,1934.43
3041,38,2,249.2
4811,90,2,653.62
1420,175,5,240.36
1393,12,4,1625.13
4101,122,1,341.54
2757,124,1,797.94
261,47,4,1062.15
866,19,3,1567.68
2830,22,4,1589.82
2853,191,3,720.95
291,52,5,720.3
622,118,5,1135.12
4647,103,5,1367.46
1006,99,5,1115.16
575,181,3,514.78
4045,146,1,290.07
1501,5,2,1439.91
4311,180,3,961.4
3034,39,2,1701.29
4655,195,4,161.78
2567,16,5,782.26
905,141,3,212.59
1522,156,3,1003.04
4631,84,2,1333.1
3350,155,1,1760.53
3067,178,3,337.57
3456,147,4,105.37
3310,15,3,1042.11
2611,127,3,1630.31
878,18,2,1180.02
4520,192,4,1585.34
2206,124,3,728.28
2970,160,1,1037.59
2890,156,4,59.88
88,145,4,1275.47
3304,95,2,1373.49
540,194,4,1243.82
4234,27,5,678.97
4846,196,2,363.61
515,84,4,74.63
1432,54,2,1537.44
3743,191,5,1239.77
773,140,5,743.23
1714,198,5,1266.91
1524,171,3,1928.03
3204,19,3,1525.24
2717,157,1,39.42
1129,77,2,643.53
4078,131,4,902.19
2056,189,2,1307.67
214,9,5,1690.41
2739,132,1,147.0
664,86,5,444.37
1837,76,1,1898.49
2909,48,3,972.71
850,98,5,1477.93
3388,45,1,1899.54
1782,163,4,197.61
3004,87,2,1022.2
835,134,1,1888.53
490,119,4,1673.06
4954,103,3,750.92
1274,169,5,1081.63
4897,185,3,1715.56
4794,79,2,148.37
654,89,3,465.55
1695,41,3,239.51
2591,122,5,355.13
351,29,2,102.63
4148,169,5,1648.77
763,134,1,1970.6
2747,21,2,788.73
2464,37,4,1366.43
2896,114,2,1866.85
944,174,5,1212.9
4867,21,5,1767.38
1472,194,3,1879.32
91,49,5,482.45
3436,12,3,483.41
309,121,2,1342.83
4090,140,5,1836.15
510,132,3,1751.41
2292,154,2,1183.5
4989,21,4,1434.88
4396,91,2,1895.4
1903,28,1,1307.02
4097,7,4,839.79
2097,10,5,814.26
4758,110,4,757.71
265,100,1,1031.83
1188,98,4,1424.99
1239,126,1,1978.57
4165,85,5,1364.83
4878,187,2,1258.62
3895,56,4,321.5
2787,103,3,1747.04
3112,154,4,785.38
3446,116,3,1475.32
2725,107,4,1176.04
2942,97,1,1466.02
1978,9,4,1062.96
2507,194,5,461.28
3479,89,2,1385.37
2386,115,1,646.59
1188,169,1,1968.57
1188,98,2,1461.27
2140,26,1,217.96
2470,130,2,1111.61
4602,152,2,1330.63
3263,67,5,173.31
1985,101,3,167.76
3249,40,1,1463.36
133,192,4,1280.95
2917,95,1,870.54
4392,167,2,477.29
4263,110,1,697.82
2805,168,3,1696.23
2789,172,4,1003.26
2272,180,3,662.7
137,102,4,775.86
475,136,3,1576.78
2288,111,4,1830.15
4521,89,4,1992.44
248,9,3,1086.42
1730,21,2,1191.92
2043,42,5,1070.19
3637,6,5,1771.97
3219,46,2,1823.58
2941,49,4,1242.16
3085,129,4,1276.22
3953,198,3,1912.98
2516,107,2,218.11
2500,167,1,1144.8
3023,40,3,447.27
325,19,1,1560.37
812,13,5,771.47
4625,4,3,573.76
310,59,5,990.05
641,61,5,961.76
1828,190,4,1111.68
1648,53,5,399.67
1533,88,5,965.95
4331,149,5,1916.34
2971,124,2,1254.97
4284,45,5,290.17
176,31,1,1982.41
2085,155,1,1674.47
2472,103,2,854.86
3275,49,5,1786.71
648,131,3,103.27
3084,71,3,1372.45
2061,184,4,246.52
1551,66,1,1425.09
3976,153,2,1063.54
2970,2,3,130.21
4283,71,4,776.76
3556,24,3,171.38
1898,99,5,1849.53
4743,119,2,1093.68
2957,103,2,1844.16
1002,96,2,199.39
1565,1,4,1816.92
4720,77,2,1920.04
2881,137,3,818.14
1180,182,3,1248.45
2175,185,3,78.88
3909,157,4,1884.91
1534,17,1,331.09
3202,6,1,1134.82
4562,150,2,131.38
2632,122,3,24.5
2435,111,3,256.37
3516,121,5,182.07
2431,168,5,403.22
1373,126,2,754.65
4692,102,2,1386.05
2214,125,5,116.6
4120,144,4,102.97
2939,182,2,1345.46
4310,151,2,123.65
4765,80,2,1344.86
1244,66,5,1165.29
69,98,5,1227.81
4850,67,3,654.2
4054,47,1,1863.58
4449,84,4,443.64
838,167,5,1021.21
902,39,1,479.18
4732,19,2,367.68
4131,31,5,1581.25
950,139,1,1133.18
2917,193,1,1677.18
4427,189,2,405.47
2356,110,4,1240.1
2471,116,4,202.76
2360,136,2,1714.34
3243,172,4,1361.85
4702,197,4,1519.08
2546,18,1,1718.99
2464,2,4,189.65
4403,82,5,868.04
1041,80,1,1313.41
1692,182,1,298.55
4586,38,1,1501.32
3674,20,5,1949.83
4324,2,1,155.22
3701,3,1,1981.1
4403,66,1,310.59
2388,5,2,467.2
4942,72,1,1581.78
2426,149,1,1901.76
558,64,5,834.46
4800,43,4,1171.41
3951,60,4,1709.48
786,16,1,174.19
2246,103,2,1151.56
891,113,2,816.06
35,2,4,1301.01
3922,79,3,1655.02
568,174,5,1352.02
4010,116,1,1818.57
3197,145,1,84.31
387,114,3,1538.95
920,26,2,1327.35
3283,179,5,1615.16
2868,33,1,198.97
4972,188,3,665.82
3526,94,4,1208.99
3063,110,5,859.1
1194,55,3,1993.87
3615,165,2,1645.25
4964,43,5,889.65
3926,64,1,436.0
2631,82,4,90.55
2859,2,5,310.46
3846,163,3,734.9
4605,106,1,878.95
3278,64,2,1039.89
648,14,2,1225.41
827,133,3,918.8
3991,8,2,917.24
3154,30,4,159.36
2588,59,5,453.4
2363,180,1,1186.55
3423,62,2,485.41
2086,87,2,1488.97
4817,149,1,360.53
3383,174,4,1352.65
1440,141,5,377.79
3567,101,2,1222.47
1657,170,4,186.44
3110,129,4,1253.07
2781,147,4,12.86
4391,194,4,621.6
457,173,1,119.72
1924,107,1,436.55
4045,163,2,1239.86
3224,85,4,1416.61
4069,20,5,990.79
559,120,2,451.76
1580,106,4,1441.49
2605,32,3,1915.24
3513,17,4,581.4
4520,168,4,1321.96
1064,100,1,1940.33
3773,190,3,903.77
1768,9,5,621.81
4555,90,2,1371.22
892,27,2,1429.72
4194,87,4,1171.37
4245,77,1,521.61
1263,27,4,933.12
489,121,4,1643.83
3010,114,1,603.39
873,179,3,1725.1
49,81,1,1890.21
222,141,5,761.9
1579,69,5,118.68
3896,96,4,1321.8
2111,80,3,582.69
4829,12,3,1648.85
3732,120,4,537.19
2664,188,4,1776.12
3621,107,4,560.68
1978,153,5,1441.47
1707,177,5,413.08
3634,126,1,268.43
321,156,2,1827.19
4172,56,3,884.09
4908,76,5,142.93
3700,125,1,697.35
4728,190,5,1292.48
2744,2,1,648.21
1685,72,2,1511.97
4962,146,4,657.72
4380,129,3,1574.4
493,92,1,1826.94
4146,36,2,1866.71
1954,80,1,878.96
2418,39,5,129.26
277,10,3,1572.07
1643,101,1,1048.08
406,114,2,1584.38
2809,119,2,1039.91
3338,159,4,1909.09
4330,121,5,615.57
4114,54,2,1796.7
4435,76,2,1874.78
1126,54,2,1718.57
795,99,4,420.53
3262,26,5,1525.43
946,53,4,1275.98
3177,109,2,1216.63
2541,144,5,1197.88
3457,181,4,1572.92
3260,78,2,1188.09
414,104,5,1091.62
2593,96,2,969.22
98,16,1,55.48
370,173,3,309.42
1345,161,2,247.44
245,89,5,453.9
2000,14,3,1914.22
1490,54,4,1454.45
3811,34,4,143.1
4090,61,2,1752.76
2358,172,5,901.52
2239,11,4,1345.77
2753,131,1,1890.42
872,188,2,1006.25
4741,173,1,1697.36
1260,129,2,1858.8
4279,31,4,1310.2
2596,9,2,1134.06
1324,168,1,1651.6
1380,117,3,1194.34
1574,106,2,438.21
789,72,1,96.48
3868,28,1,1759.03
177,140,2,1933.32
4745,185,5,1316.04
4559,151,1,77.27
2899,34,3,458.69
614,130,4,1366.19
3030,160,3,236.72
2471,103,5,635.55
2027,127,2,525.85
120,110,4,1933.03
1449,176,3,301.96
2080,44,3,530.14
4574,72,4,1839.67
3838,68,5,1210.53
3804,51,2,1924.1
1326,188,4,33.87
2876,73,1,691.6
2172,200,5,1313.95
4250,180,2,1906.04
4454,179,3,1653.91
3536,176,3,1101.46
4217,184,4,426.61
1994,36,5,129.52
2151,22,2,519.78
3723,163,1,1291.81
514,130,3,196.91
2396,153,5,1591.81
3119,10,4,1852.68
631,80,4,576.23
3488,46,4,1950.17
2480,39,3,848.46
3496,53,4,1089.24
2111,135,1,1316.33
282,143,2,125.02
4177,23,4,1388.01
3921,4,1,890.18
1908,63,5,969.63
3355,183,4,1570.04
3608,113,1,602.49
2100,71,1,32.23
355,143,4,196.57
2224,192,4,325.54
2513,46,3,558.43
1258,180,4,1692.1
2540,86,5,1976.51
1044,31,1,1787.11
190,47,2,490.19
3805,88,4,1417.58
3756,42,1,1250.27
1472,37,1,338.59
876,54,1,288.24
912,96,5,76.72
4529,163,3,1197.27
4381,98,3,1149.07
2998,178,1,963.52
1723,23,2,299.86
3081,198,3,1783.52
482,142,1,1792.57
1673,198,3,512.47
4500,170,1,201.65
3034,165,5,1863.2
4400,14,4,1890.3
4911,126,3,591.23
2468,135,5,888.95
129,80,4,1253.9
3083,89,4,1970.63
581,159,5,1140.38
2978,153,2,1090.89
4979,92,4,1697.93
1825,10,3,185.45
602,179,2,791.99
3143,53,3,169.92
3839,28,2,556.88
4815,112,1,1151.25
4655,55,1,802.68
3072,33,4,1470.01
573,117,1,1186.34
4869,117,5,1604.29
1434,77,5,298.76
4080,161,1,349.02
2343,134,4,1068.32
4627,178,2,1737.55
531,8,5,209.65
1922,170,5,491.27
3760,49,5,1977.25
266,56,3,1015.28
4622,36,5,1244.35
3447,11,5,948.91
2067,162,4,884.79
1988,181,3,360.6
2499,67,4,1757.14
3658,107,2,1948.98
1058,195,5,1095.75
4055,136,2,1435.54
193,40,5,302.19
1585,30,2,1441.7
1487,162,4,1076.27
4275,197,2,114.73
2707,190,4,54.82
2834,49,2,1236.45
4706,131,5,604.21
709,74,3,813.77
4515,188,3,1681.51
1156,116,5,1473.69
2717,167,3,593.07
1389,173,4,525.72
357,145,5,1001.15
3787,179,3,975.85
1872,141,3,962.17
962,103,2,316.16
1330,58,4,482.62
2009,110,1,1332.41
2381,147,3,634.4
4053,125,3,1860.45
4813,147,5,425.09
4399,16,3,1011.01
4179,70,1,605.87
2215,86,4,1336.15
1652,36,5,1193.58
359,109,3,970.5
1465,168,3,626.87
2793,183,5,443.56
3000,29,2,1971.53
2470,140,2,1942.07
3663,11,1,320.22
912,117,2,1443.73
2471,165,5,1321.35
950,19,3,801.03
1493,21,2,630.12
2694,1,3,1800.15
13,117,2,806.49
837,80,5,1358.88
1457,142,2,1094.48
4475,184,4,1318.05
4458,122,1,1018.37
2454,9,3,972.84
1422,33,2,1790.61
4198,47,2,1617.89
2527,87,1,599.65
2990,81,4,1157.91
834,43,4,66.96
3116,141,5,1910.46
1397,139,2,1730.54
4905,118,5,1996.18
1053,149,5,356.6
3279,69,4,1437.27
2329,65,2,1540.38
1919,133,2,104.12
4921,124,5,1364.84
442,112,3,966.22
3997,164,3,475.02
1930,61,4,1454.56
4672,103,2,1928.93
3135,179,2,976.26
2954,57,1,694.73
1958,110,5,1033.22
4007,45,5,627.42
2789,67,5,581.48
3048,90,1,731.44
4111,193,3,1924.46
2033,181,1,166.91
1238,36,4,40.91
4230,141,2,1460.49
3561,89,1,1822.92
2467,34,3,1450.68
256,66,5,484.35
4829,71,4,1811.51
3325,3,1,66.5
395,137,1,1478.77
3181,178,4,188.72
3287,2,5,619.67
3907,83,4,1270.4
1417,194,3,819.81
4937,178,3,423.08
4591,183,2,746.86
431,18,3,1392.24
2368,136,2,478.28
4870,90,2,1815.28
1329,149,4,1983.25
3232,15,1,1437.24
1198,88,1,1442.16
2092,16,2,520.97
847,73,2,427.78
3626,161,2,1674.92
3785,51,1,583.83
3811,189,1,1974.12
2993,114,2,1178.66
650,143,4,1405.48
241,155,4,1134.53
3143,6,2,310.46
1505,49,2,1480.88
3491,115,4,1693.11
4905,75,3,1441.44
4583,78,1,1162.05
4035,54,1,213.93
1173,92,4,1714.23
3520,120,2,1143.23
506,185,2,219.18
2563,21,3,1635.66
1544,77,4,1792.23
2934,170,1,1177.86
3565,39,5,229.64
1482,4,2,143.09
4717,166,5,1400.69
1149,142,3,706.97
4683,78,4,188.79
533,127,4,1515.62
2758,46,4,1914.58
3512,183,4,583.79
861,106,5,810.15
1229,171,5,547.77
3554,95,5,734.11
3592,184,1,33.1
4639,167,5,1126.53
1042,131,2,24.75
700,197,1,1984.1
4843,65,4,974.25
162,106,2,333.56
968,72,2,1817.85
3117,188,1,771.86
1274,173,4,1572.46
3463,161,3,742.92
279,111,3,947.16
4014,196,5,1859.41
769,46,5,1526.9
1904,64,4,1739.64
3422,173,1,1366.46
327,139,1,359.6
642,187,4,1986.37
385,60,3,1288.76
294,69,2,1023.91
2602,155,5,1419.56
3867,15,3,702.62
921,46,3,447.37
4341,48,3,836.27
1215,169,3,740.58
199,10,2,852.68
764,168,1,618.81
4983,35,2,1765.94
3778,132,5,1418.06
1515,66,5,771.41
1701,113,5,256.41
532,27,4,453.91
3592,20,4,1238.51
388,127,5,1521.9
4169,41,4,517.92
2237,79,2,1869.7
280,102,1,792.2
306,36,4,158.96
4303,143,5,1173.26
4433,49,4,1502.39
1912,4,1,1006.48
2535,148,5,1748.73
2298,61,3,1655.09
4052,152,2,421.23
4822,75,4,1575.43
1787,126,4,512.24
1718,196,2,961.59
3249,68,1,189.27
4357,146,5,1391.81
1012,93,2,132.22
3462,75,3,472.92
3195,167,1,308.2
2056,170,1,124.49
3437,30,3,1307.75
4696,195,4,1730.57
1343,7,3,464.89
4155,133,5,1717.05
878,98,1,1560.75
1651,103,1,1666.36
2844,121,4,1788.79
576,162,1,730.71
224,85,5,1795.35
487,118,3,1966.22
2539,117,2,405.1
2371,71,3,1798.67
3473,24,4,1581.84
3504,182,4,1081.19
2395,161,2,1315.64
3761,138,3,1911.73
845,88,2,335.97
2554,177,3,946.36
3614,14,3,370.47
1161,9,5,1595.49
1608,102,1,1033.66
4841,152,2,537.59
984,16,2,1973.73
722,46,1,468.84
993,143,1,611.9
2634,138,1,1901.2
3488,186,4,203.38
803,6,1,596.3
1339,31,1,1111.3
3091,41,3,287.01
4022,12,4,61.75
4219,12,5,62.09
2178,193,3,1218.79
968,79,3,1662.7
3274,104,2,295.94
352,9,5,1991.52
1556,25,2,1886.08
105,79,3,1871.05
4685,95,1,237.57
1010,118,4,439.88
4945,177,5,1221.6
97,4,5,694.48
3147,39,1,1483.62
419,136,3,1306.15
3233,76,5,433.31
2920,129,5,530.48
1714,93,2,1827.01
1020,70,1,1268.19
229,27,3,962.6
891,11,3,1979.46
1523,1,1,982.36
1289,152,4,965.43
1465,186,2,232.98
1408,168,1,1171.07
4555,45,1,874.11
1907,25,1,927.96
4109,160,5,102.21
4939,86,2,1560.61
415,152,3,599.03
3377,61,1,1013.38
581,67,4,325.28
3776,193,2,1994.73
9,38,2,1870.91
3264,150,4,349.4
4554,114,1,763.32
2443,174,4,1996.34
725,42,2,351.93
856,25,5,896.37
1799,144,1,274.32
3458,71,2,642.93
1256,144,2,1993.13
4231,83,2,40.23
1838,55,1,1210.78
3543,170,3,258.47
4516,113,1,1173.91
4983,48,1,891.39
751,90,4,729.73
697,187,5,841.76
389,114,2,28.29
1299,168,2,1867.66
1700,126,3,1831.36
2919,82,4,1027.97
1130,107,4,790.1
3607,198,5,790.13
1422,29,5,327.86
447,83,2,772.33
249,171,4,1067.93
1804,17,1,549.3
4474,145,2,484.0
413,18,3,774.18
2867,127,5,1685.97
680,195,1,1053.45
4669,136,5,278.56
498,60,4,1533.6
3726,39,1,1997.2
4969,91,1,98.92
2671,70,4,450.9
2390,15,4,1896.95
1236,79,3,23.05
305,16,3,663.03
3529,18,4,213.85
150,158,3,1731.04
3984,125,1,1276.74
3065,167,1,1594.38
1226,113,3,879.15
38,81,2,1842.31
4196,151,1,1301.6
3907,32,2,668.22
159,146,3,1099.76
304,199,5,1671.46
4290,61,4,799.37
3818,7,5,959.78
1204,80,1,180.15
928,108,2,1871.28
1066,166,3,1380.41
2174,137,3,330.67
685,184,1,723.0
1930,153,3,1834.37
94,23,4,310.97
4211,67,1,702.78
4329,90,1,896.84
2906,24,3,1364.52
976,3,5,953.68
1209,108,3,1837.18
4528,84,1,515.44
1379,126,5,1441.88
541,52,3,1031.64
4845,167,1,1832.65
2874,155,1,1776.31
4869,12,1,233.08
3524,200,2,1817.87
1064,172,1,1357.31
991,21,3,1367.78
895,198,5,285.85
1377,87,5,358.77
289,70,4,1461.85
295,69,4,394.09
1753,10,2,1988.59
4908,171,5,1145.4
1057,153,4,1506.06
4138,88,5,390.37
4493,161,5,385.64
2089,164,1,894.52
4176,122,3,1931.03
1230,65,1,466.39
4977,155,5,1337.29
818,110,4,127.91
3438,124,2,1171.07
1661,49,2,727.36
2013,186,5,561.27
2137,91,4,13.42
2796,35,5,203.45
955,8,5,739.19
983,193,2,599.87
2656,126,3,1412.5
4704,153,5,1037.35
1651,157,1,1732.01
4359,54,2,260.99
4431,139,5,387.87
2924,102,2,1402.45
3941,61,2,401.34
2843,138,5,1704.15
1665,7,3,1007.0
2436,68,3,1204.31
1606,60,2,496.23
1292,102,1,1768.47
1087,129,3,1277.32
1116,182,5,1968.83
1389,172,2,1147.45
1130,121,4,63.87
1893,41,4,231.97
475,24,4,1772.58
3210,24,4,1252.61
1235,121,5,818.62
376,162,3,1114.08
2197,200,1,72.28
2079,30,3,928.58
3356,48,2,634.13
4733,97,5,804.44
3810,135,3,1832.92
2326,68,4,1011.26
553,68,4,872.69
114,161,3,715.41
3305,32,2,895.01
1205,144,3,1891.86
3265,159,4,313.32
773,158,1,64.93
216,59,3,1089.25
4510,114,1,303.82
1558,116,3,1975.3
812,43,1,869.72
3761,137,5,1346.36
3280,128,3,1493.75
3699,192,2,1797.95
4672,27,3,166.66
322,72,4,1365.24
2258,190,1,1623.33
788,117,5,653.01
2577,27,5,186.25
2636,14,4,679.94
4991,123,5,1701.75
4999,173,4,972.23
763,35,1,1865.48
538,11,3,624.1
2888,137,4,224.56
1869,123,5,995.0
3604,143,5,39.17
4874,57,1,1385.99
4615,102,4,973.87
797,194,4,958.98
2170,97,1,1825.28
4052,161,2,331.96
4969,62,3,1641.87
2578,74,3,1278.95
548,123,5,865.83
4786,151,2,477.52
2921,67,3,347.98
3109,99,4,125.94
1804,147,2,1435.96
4977,78,3,1299.41
4257,14,5,267.38
64,194,4,1418.03
4773,95,1,1340.2
4731,183,1,1640.87
4345,14,4,799.71
185,91,1,918.01
3587,122,5,570.5
730,117,3,880.06
2996,121,2,887.73
571,82,2,47.35
4420,138,5,1688.14
2207,54,4,1034.7
1952,73,5,115.81
985,96,3,778.44
3349,172,4,372.45
3544,181,5,926.06
2664,48,5,1024.78
1578,106,2,524.16
389,95,4,1559.79
919,1,5,564.29
1300,51,2,1750.73
1366,166,4,1357.71
1681,59,2,1144.05
2033,90,3,443.97
1737,13,3,1664.75
591,36,5,484.8
3693,165,3,623.07
665,53,5,1873.57
774,32,5,472.85
1741,3,3,700.58
1797,60,2,1501.76
83,67,1,1030.18
3513,14,4,1384.51
2715,76,2,1800.04
2972,129,4,1899.45
3127,23,2,1535.82
